recommendation	O
relating	O
to	O
rabbit	O
health	O
welfare	O
and	O
housing	O

better	O
enforcement	O
of	O
the	O
eu	B-GPE
animal	O
welfare	O
legislation	O
is	O
one	B-CARDINAL
of	O
the	O
key	O
priorities	O
for	O
animal	O
welfare	O
and	O
the	O
commission	O
has	O
invested	O
substantial	O
resources	O
in	O
pursuit	O
of	O
this	O
aim	O

therefore	O
i	O
strongly	O
support	O
the	O
report	O
's	O
focus	O
on	O
the	O
need	O
to	O
ensure	O
implementation	O
of	O
existing	O
eu	B-GPE
legislation	O
in	O
the	O
member	O
states	O

this	O
stimulates	O
growth	O
and	O
job	O
creation	O
in	O
europe	B-LOC
and	O
increases	O
our	O
energy	O
security	O

furthermore	O
an	O
internal	O
market	O
for	O
energy	O
is	O
an	O
important	O
part	O
of	O
the	O
path	O
towards	O
more	O
sustainable	O
energy	O
production	O
that	O
is	O
quite	O
obvious	O
to	O
us	O
all	O
but	O
we	O
should	O
also	O
recognise	O
that	O
there	O
is	O
a	O
long	O
way	O
to	O
go	O
before	O
we	O
can	O
realise	O
our	O
vision	O
for	O
an	O
internal	O
market	O
for	O
energy	O
in	O
the	O
eu	B-GPE
one	B-CARDINAL
reason	O
for	O
this	O
is	O
that	O
legislation	O
concerning	O
the	O
creation	O
of	O
the	O
market	O
is	O
delayed	O
in	O
many	O
member	O
states	O

today	O
the	O
european	B-ORG
parliament	I-ORG
is	O
sending	O
out	O
a	O
strong	O
and	O
unmistakable	O
message	O
to	O
the	O
governments	O
in	O
europe	B-LOC
that	O
they	O
must	O
live	O
up	O
to	O
their	O
commitments	O
in	O
the	O
third	B-ORDINAL
energy	O
package	O
and	O
we	O
are	O
also	O
highlighting	O
the	O
importance	O
of	O
a	O
more	O
coordinated	O
approach	O
at	O
eu	B-GPE
level	O
towards	O
national	O
capacity	O
mechanisms	O
national	O
capacity	O
mechanisms	O
can	O
be	O
necessary	O
in	O
some	O
circumstances	O
but	O
much	O
too	O
often	O
they	O
are	O
counterproductive	O
as	O
regards	O
the	O
aim	O
of	O
creating	O
cross	O
border	O
markets	O
i	O
therefore	O
strongly	O
support	O
the	O
call	O
to	O
the	O
commission	O
to	O
ensure	O
a	O
stronger	O
and	O
more	O
coordinated	O
approach	O
capable	O
of	O
guaranteeing	O
that	O
capacity	O
mechanisms	O
will	O
be	O
transparent	O

before	O
the	O
european	B-NORP
elections	O
next	B-DATE
year	I-DATE
we	O
can	O
implement	O
much	O
of	O
the	O
legislation	O
mentioned	O
in	O
my	O
report	O

the	O
commission	O
will	O
take	O
its	O
stand	O
express	O
itself	O
and	O
make	O
commitments	O
if	O
necessary	O
at	O
the	O
time	O
of	O
the	O
first	B-ORDINAL
reading	O
vote	O

and	O
analysing	O
the	O
possibility	O
of	O
introducing	O
targets	O
for	O
separate	O
collection	O
or	O
recycling	O
of	O
bio	O
waste	O
within	O
the	O
review	O
of	O
the	O
recycling	O
targets	O
of	O
the	O
waste	B-LAW
framework	I-LAW
directive	I-LAW
by	O
two	B-DATE
thousand	I-DATE
and	I-DATE
fourteen	I-DATE
at	O
the	O
latest	O

therefore	O
the	O
commission	O
plans	O
to	O
initiate	O
a	O
number	O
of	O
actions	O
aimed	O
at	O
improving	O
bio	O
waste	O
management	O
including	O
setting	O
criteria	O
for	O
the	O
production	O
of	O
high	O
quality	O
compost	O
using	O
the	O
end	O
of	O
waste	O
procedure	O
envisaged	O
in	O
the	O
waste	B-LAW
framework	I-LAW
directive	I-LAW

however	O
as	O
optimal	O
bio	O
waste	O
policies	O
may	O
differ	O
from	O
country	O
to	O
country	O
or	O
even	O
between	O
regions	O
further	O
analysis	O
on	O
the	O
grounds	O
of	O
subsidiarity	O
is	O
necessary	O

as	O
you	O
know	O
on	O
eighteen	B-DATE
may	I-DATE
the	O
commission	O
adopted	O
the	O
communication	O
on	O
future	O
steps	O
in	O
bio	O
waste	O
management	O
in	O
the	O
european	B-GPE
union	I-GPE
this	O
communication	O
is	O
accompanied	O
by	O
an	O
annex	O
with	O
a	O
detailed	O
technical	O
analysis	O
of	O
the	O
measures	O
that	O
could	O
be	O
taken	O
to	O
improve	O
the	O
management	O
of	O
bio	O
waste	O
in	O
the	O
eu	B-GPE
as	O
a	O
whole	O
and	O
in	O
each	O
member	O
state	O

analysing	O
the	O
viability	O
of	O
setting	O
minimum	O
standards	O
for	O
the	O
use	O
of	O
bio	O
waste	O
in	O
agriculture	O
within	O
the	O
revision	O
of	O
the	O
sewage	B-LAW
sludge	I-LAW
directive	I-LAW

so	O
it	O
is	O
with	O
great	O
regret	O
that	O
i	O
have	O
to	O
say	O
that	O
i	O
do	O
have	O
an	O
argument	O
with	O
one	B-CARDINAL
part	O
of	O
it	O

the	O
rapporteur	O
lost	O
my	O
support	O
on	O
the	O
point	O
where	O
he	O
talks	O
about	O
a	O
mandatory	O
that	O
means	O
compulsory	O
separate	O
collection	O
regime	O
across	O
europe	B-LOC

i	O
object	O
to	O
this	O
in	O
principle	O
on	O
the	O
grounds	O
of	O
subsidiarity	O
and	O
i	O
object	O
most	O
particularly	O
on	O
the	O
grounds	O
that	O
it	O
seeks	O
to	O
lock	O
in	O
a	O
method	O
that	O
in	O
many	O
places	O
is	O
being	O
superseded	O
by	O
high	O
tech	O
autoclave	O
and	O
other	O
technology	O

in	O
other	O
words	O
it	O
is	O
becoming	O
outmoded	O
before	O
we	O
have	O
even	O
set	O
it	O
up	O
and	O
this	O
really	O
puts	O
eu	B-GPE
regulation	O
in	O
its	O
worst	O
possible	O
light	O

i	O
object	O
to	O
the	O
knee	O
jerk	O
reaction	O
to	O
call	O
for	O
more	O
regulation	O
rather	O
than	O
create	O
incentives	O
and	O
i	O
urge	O
the	O
commission	O
to	O
maintain	O
its	O
position	O
and	O
oppose	O
the	O
call	O
for	O
compulsion	O

in	O
addition	O
in	O
terms	O
of	O
success	O
in	O
helping	O
the	O
development	O
and	O
the	O
placing	O
on	O
the	O
market	O
of	O
medicines	O
for	O
rare	O
and	O
life	O
threatening	O
diseases	O
the	O
commission	O
has	O
already	O
authorised	O
one	B-CARDINAL
hundred	I-CARDINAL
and	I-CARDINAL
six	I-CARDINAL
of	O
such	O
innovative	O
treatments	O

this	O
commitment	O
was	O
highlighted	O
in	O
the	O
commission	O
's	O
communication	O
of	O
april	B-DATE
this	I-DATE
year	I-DATE
on	O
effective	O
and	O
resilient	O
health	O
systems	O
which	O
among	O
other	O
things	O
focused	O
on	O
increasing	O
accessibility	O
to	O
health	O
systems	O

the	O
commission	O
is	O
therefore	O
looking	O
forward	O
to	O
the	O
debate	O
planned	O
by	O
the	O
italian	B-NORP
presidency	O
on	O
therapeutic	O
innovation	O
at	O
next	B-DATE
week	I-DATE
's	O
informal	O
council	B-EVENT
of	I-EVENT
health	I-EVENT
ministers	I-EVENT
the	O
outcome	O
of	O
this	O
debate	O
will	O
help	O
inform	O
the	O
new	O
commission	O
about	O
the	O
interest	O
of	O
member	O
states	O
in	O
continuing	O
an	O
eu	B-GPE
debate	O
on	O
the	O
affordability	O
of	O
innovative	O
health	O
products	O

these	O
are	O
determined	O
by	O
member	O
states	O
individually	O

however	O
the	O
commission	O
can	O
offer	O
help	O
for	O
example	O
by	O
pursuing	O
improved	O
exchanges	O
of	O
information	O
among	O
member	O
states	O
on	O
their	O
pricing	O
policies	O
with	O
a	O
view	O
to	O
minimising	O
negative	O
effects	O
on	O
the	O
accessibility	O
of	O
medicines	O
in	O
the	O
eu	B-GPE

the	O
commission	O
has	O
however	O
no	O
competence	O
to	O
regulate	O
the	O
level	O
of	O
prices	O
of	O
medicinal	O
treatments	O

of	O
course	O
the	O
discussion	O
on	O
the	O
impact	O
of	O
prices	O
on	O
the	O
affordability	O
of	O
medicines	O
for	O
public	O
payers	O
and	O
patients	O
goes	O
far	O
beyond	O
the	O
specific	O
case	O
of	O
hepatitis	O
c	O
treatments	O

thus	O
there	O
can	O
be	O
no	O
price	O
caps	O
imposed	O
by	O
the	O
commission	O

as	O
regards	O
support	O
to	O
research	O
and	O
development	O
the	O
commission	O
is	O
hopeful	O
that	O
the	O
ongoing	O
innovative	O
medicines	O
initiative	O
will	O
help	O
speed	O
up	O
the	O
development	O
of	O
better	O
and	O
safer	O
medicines	O

eu	B-GPE
pharmaceutical	O
legislation	O
contains	O
a	O
number	O
of	O
tools	O
to	O
facilitate	O
early	O
access	O
to	O
medicines	O
for	O
patients	O
with	O
unmet	O
medical	O
needs	O

the	O
communication	O
stressed	O
the	O
need	O
for	O
improved	O
cooperation	O
increased	O
transparency	O
and	O
better	O
coordination	O
to	O
minimise	O
any	O
unintended	O
effects	O
that	O
current	O
national	O
pricing	O
systems	O
may	O
have	O
in	O
terms	O
of	O
accessibility	O
throughout	O
the	O
eu	B-GPE

another	O
way	O
in	O
which	O
the	O
commission	O
could	O
assist	O
would	O
be	O
by	O
further	O
exploring	O
the	O
use	O
of	O
the	O
joint	O
procurement	O
mechanism	O
to	O
obtain	O
more	O
advantageous	O
price	O
offers	O
from	O
the	O
pharmaceutical	O
industry	O

lastly	O
i	O
want	O
to	O
add	O
my	O
voice	O
to	O
the	O
long	O
list	O
of	O
organisations	O
including	O
the	O
european	B-NORP
consumer	O
organisation	O
age	B-ORG
platform	I-ORG
and	O
the	O
standing	B-ORG
committee	I-ORG
of	I-ORG
european	I-ORG
doctors	I-ORG
asking	O
commissioner	O
juncker	B-PERSON
to	O
revisit	O
his	O
decision	O
to	O
move	O
medicinal	O
products	O
and	O
health	O
technologies	O
into	O
the	O
portfolio	O
of	O
the	O
commissioner	O
for	O
the	O
internal	O
market	O

the	O
commission	O
itself	O
in	O
its	O
country	O
specific	O
recommendations	O
tells	O
us	O
that	O
limitations	O
on	O
access	O
to	O
healthcare	O
may	O
weigh	O
disproportionately	O
on	O
the	O
more	O
vulnerable	O
sections	O
of	O
society	O
the	O
people	O
who	O
rely	O
disproportionately	O
on	O
public	O
services	O
in	O
my	O
own	O
country	O
ireland	B-GPE
the	O
cuts	O
in	O
health	O
expenditure	O
between	B-DATE
two	I-DATE
thousand	I-DATE
and	I-DATE
nine	I-DATE
and	I-DATE
two	I-DATE
thousand	I-DATE
and	I-DATE
eleven	I-DATE
were	O
of	O
the	O
order	O
of	O
seventeen	B-CARDINAL

they	O
are	O
caused	O
by	O
supply	O
issues	O
they	O
are	O
caused	O
by	O
production	O
issues	O
and	O
most	O
certainly	O
they	O
are	O
caused	O
by	O
affordability	O
issues	O

he	O
will	O
also	O
have	O
people	O
from	O
his	O
team	O
who	O
are	O
listening	O
to	O
this	O
debate	O
and	O
taking	O
notes	O

there	O
are	O
other	O
things	O
for	O
instance	O
the	O
exchange	O
of	O
information	O

there	O
are	O
other	O
things	O
and	O
as	O
far	O
as	O
i	O
understand	O
it	O
the	O
informal	O
health	B-ORG
council	I-ORG
will	O
actually	O
have	O
this	O
on	O
their	O
agenda	O
at	O
their	O
next	O
meeting	O

thank	O
you	O
very	O
much	O
for	O
the	O
input	O

the	O
third	B-ORDINAL
point	O
and	O
the	O
key	O
point	O
i	O
would	O
like	O
to	O
underline	O
is	O
and	O
maybe	O
i	O
am	O
just	O
an	O
observer	O
getting	O
it	O
wrong	O
but	O
it	O
seems	O
to	O
me	O
while	O
the	O
african	B-ORG
union	I-ORG
does	O
play	O
a	O
role	O
we	O
see	O
that	O
the	O
mediators	O
mission	O
has	O
been	O
postponed	O
and	O
honestly	O
i	O
would	O
have	O
expected	O
the	O
african	B-ORG
union	I-ORG
to	O
be	O
much	O
more	O
vocal	O
and	O
much	O
more	O
engaged	O

sometimes	O
we	O
forget	O
it	O

sometimes	O
we	O
focus	O
on	O
our	O
own	O
limits	O
or	O
divisions	O
and	O
for	O
sure	O
we	O
have	O
both	O
limits	O
and	O
divisions	O
but	O
when	O
we	O
look	O
at	O
the	O
work	O
the	O
european	B-GPE
union	I-GPE
does	O
from	O
the	O
outside	O
with	O
the	O
eyes	O
of	O
the	O
citizens	O
of	O
gabon	B-GPE
who	O
were	O
welcoming	O
our	O
mission	O
we	O
recognise	O
how	O
relevant	O
our	O
work	O
is	O
how	O
important	O
our	O
values	O
are	O
how	O
powerful	O
our	O
instruments	O
are	O
and	O
how	O
much	O
expectation	O
as	O
well	O

this	O
is	O
really	O
a	O
key	O
part	O
of	O
our	O
common	O
work	O
that	O
i	O
appreciate	O
very	O
much	O

we	O
will	O
look	O
at	O
what	O
is	O
happening	O
and	O
follow	O
and	O
monitor	O
the	O
situation	O
in	O
these	O
critical	O
hours	O
and	O
days	O
extremely	O
carefully	O
and	O
i	O
know	O
that	O
you	O
will	O
do	O
the	O
same	O

the	O
eu	B-GPE
is	O
ready	O
to	O
contribute	O
to	O
this	O
process	O
no	O
electoral	O
process	O
is	O
completed	O
without	O
transparent	O
post	O
electoral	O
mechanisms	O
transparency	O
is	O
one	O
of	O
the	O
fundamental	O
principles	O
of	O
free	O
fair	O
and	O
competitive	O
elections	O
and	O
must	O
also	O
be	O
ensured	O
in	O
the	O
days	O
after	O
the	O
election	O
day	O
in	O
the	O
case	O
of	O
gabon	B-GPE
this	O
needed	O
to	O
be	O
ensured	O
by	O
publishing	O
the	O
results	O
of	O
the	O
voting	O
stations	O
and	O
by	O
a	O
transparent	O
appeal	O
process	O
this	O
also	O
applies	O
to	O
the	O
current	O
complaint	O
procedures	O
at	O
the	O
constitutional	O
court	O
i	O
am	O
sure	O
that	O
our	O
observation	O
mission	O

the	O
commission	O
believes	O
that	O
the	O
text	O
has	O
reached	O
an	O
excellent	O
balance	O

but	O
that	O
was	O
difficult	O
to	O
achieve	O
in	O
practice	O

defending	O
the	O
effectiveness	O
of	O
competition	O
authorities	O
is	O
good	O
news	O
for	O
the	O
victims	O
of	O
anti	O
trust	O
infringements	O

consumers	O
and	O
small	O
companies	O
especially	O
have	O
found	O
it	O
difficult	O
to	O
obtain	O
compensation	O
for	O
the	O
harm	O
they	O
suffered	O

one	B-CARDINAL
way	O
to	O
do	O
this	O
is	O
by	O
allowing	O
victims	O
to	O
use	O
the	O
infringement	O
decisions	O
of	O
competition	O
authorities	O
in	O
their	O
own	O
claims	O
in	O
parallel	O
the	O
directive	O
also	O
clarifies	O
the	O
relationship	O
between	O
public	O
and	O
private	O
enforcement	O
of	O
eu	B-GPE
competition	O
laws	O
in	O
particular	O
when	O
it	O
comes	O
to	O
accessing	O
documents	O
that	O
are	O
in	O
the	O
possession	O
of	O
a	O
competition	O
authority	O

the	O
directive	O
includes	O
rules	O
that	O
remove	O
the	O
current	O
obstacles	O

i	O
would	O
like	O
to	O
underline	O
the	O
importance	O
of	O
the	O
directive	O

when	O
vice	O
president	O
almunia	B-PERSON
was	O
before	O
you	O
in	O
his	O
hearing	O
four	B-DATE
years	I-DATE
ago	I-DATE
he	O
promised	O
that	O
parliament	B-ORG
would	O
be	O
fully	O
involved	O
in	O
this	O
file	O
as	O
co	O
legislator	O
as	O
a	O
consequence	O
today	B-DATE
we	O
bring	O
this	O
file	O
negotiated	O
under	O
the	O
ordinary	O
legislative	O
procedure	O
to	O
a	O
successful	O
end	O

we	O
especially	O
welcome	O
that	O
we	O
can	O
adopt	O
this	O
today	O
at	O
the	O
very	O
last	O
moment	O
before	O
you	O
all	O
go	O
campaigning	O

it	O
has	O
been	O
described	O
by	O
the	O
press	O
as	O
the	O
most	O
important	O
development	O
in	O
competition	O
policy	O
of	O
the	O
last	O
years	O
and	O
as	O
a	O
democratisation	O
of	O
the	O
competition	O
law	O
enforcement	O

the	O
text	O
that	O
you	O
will	O
be	O
voting	O
tomorrow	B-DATE
preserves	O
a	O
company	O
's	O
incentives	O
to	O
cooperate	O
with	O
competition	O
authorities	O
through	O
leniency	O
programmes	O
and	O
settlement	O
procedures	O

it	O
gives	O
victims	O
better	O
access	O
to	O
the	O
evidence	O
they	O
need	O
to	O
prove	O
their	O
claims	O
and	O
it	O
ensures	O
that	O
victims	O
can	O
overcome	O
the	O
burden	O
of	O
providing	O
a	O
competition	O
law	O
infringement	O

the	O
more	O
decisions	O
are	O
taken	O
the	O
easier	O
it	O
will	O
be	O
for	O
the	O
victims	O
to	O
claim	O
damages	O

it	O
enables	O
citizens	O
and	O
businesses	O
harmed	O
by	O
anti	O
trust	O
infringements	O
to	O
effectively	O
exercise	O
the	O
right	O
to	O
compensation	O
that	O
the	O
eu	B-GPE
is	O
granting	O
them	O

in	B-DATE
recent	I-DATE
years	I-DATE
we	O
have	O
seen	O
very	O
few	O
actions	O
and	O
many	O
of	O
them	O
have	O
failed	O
because	O
of	O
inadequate	O
legal	O
frameworks	O

on	O
the	O
one	B-CARDINAL
hand	O
it	O
will	O
be	O
easier	O
for	O
victims	O
to	O
exercise	O
the	O
right	O
to	O
compensation	O

more	B-DATE
than	I-DATE
ten	I-DATE
years	I-DATE
ago	I-DATE
the	O
court	B-ORG
of	I-ORG
justice	I-ORG
first	O
recognised	O
that	O
any	O
victim	O
of	O
anti	O
trust	O
infringement	O
had	O
a	O
right	O
to	O
compensation	O

large	O
companies	O
smes	O
and	O
consumers	O
will	O
be	O
able	O
to	O
effectively	O
claim	O
full	O
compensation	O
before	O
national	O
courts	O
throughout	O
the	O
union	B-GPE
for	O
the	O
harm	O
they	O
have	O
suffered	O

in	O
addition	O
the	O
right	O
of	O
compensation	O
will	O
apply	O
to	O
the	O
victims	O
who	O
have	O
actually	O
suffered	O
the	O
harm	O
including	O
those	O
who	O
had	O
no	O
direct	O
dealings	O
with	O
an	O
infringer	O
because	O
they	O
were	O
further	O
down	O
the	O
supply	O
chain	O

i	O
want	O
to	O
stress	O
that	O
we	O
are	O
indeed	O
talking	O
about	O
full	O
and	O
fair	O
compensation	O

we	O
all	O
agree	O
that	O
multiple	O
compensation	O
for	O
the	O
same	O
harm	O
should	O
be	O
avoided	O
and	O
the	O
directive	O
includes	O
provision	O
to	O
achieve	O
this	O
goal	O
at	O
the	O
same	O
time	O
the	O
text	O
regulates	O
interaction	O
between	O
the	O
public	O
and	O
private	O
enforcement	O
of	O
competition	O
law	O
leading	O
to	O
an	O
optimal	O
overall	O
enforcement	O
of	O
competition	O
rules	O

the	O
effectiveness	O
of	O
essential	O
tools	O
of	O
public	O
enforcement	O
such	O
as	O
leniency	O
programmes	O
is	O
maintained	O
and	O
even	O
enhanced	O
while	O
respecting	O
eu	B-GPE
rules	O
on	O
transparency	O
as	O
well	O
as	O
the	O
fundamental	O
rights	O
of	O
the	O
victims	O

the	O
other	O
continents	O
are	O
surging	O
ahead	O
but	O
the	O
eurozone	B-LOC
economy	O
is	O
the	O
same	O
size	O
that	O
it	O
was	O
in	O

are	O
represented	O
by	O
one	B-CARDINAL
twenty	I-CARDINAL
eighth	I-CARDINAL
of	O
an	O
eu	B-GPE
official	O
i	O
think	O
at	O
the	O
moment	O
a	O
swedish	B-NORP
former	O
sociology	O
professor	O

we	O
have	O
to	O
make	O
our	O
way	O
in	O
the	O
world	O
through	O
what	O
we	O
buy	O
and	O
sell	O
that	O
means	O
we	O
have	O
to	O
be	O
where	O
the	O
customers	O
are	O

free	O
trade	O
makes	O
conflict	O
both	O
pointless	O
and	O
unduly	O
hurtful	O
to	O
the	O
perpetrator	O

the	O
customers	O
are	O
not	O
in	O
europe	B-LOC
and	O
we	O
need	O
to	O
leave	O
the	O
european	B-GPE
union	I-GPE
and	O
take	O
back	O
our	O
place	O
in	O
the	O
wto	B-ORG

that	O
is	O
not	O
just	O
a	O
problem	O
in	O
theory	O
it	O
is	O
very	O
much	O
a	O
problem	O
in	O
practice	O
when	O
we	O
think	O
that	O
europe	B-LOC
is	O
the	O
only	O
continent	O
on	O
the	O
planet	O
not	O
experiencing	O
economic	O
growth	O

yet	O
and	O
this	O
point	O
is	O
still	O
not	O
widely	O
understood	O
despite	O
more	O
than	O
forty	B-DATE
years	I-DATE
of	O
membership	O
of	O
the	O
european	B-GPE
union	I-GPE
the	O
uk	B-GPE
does	O
not	O
have	O
a	O
separate	O
voice	O
or	O
vote	O
in	O
the	O
world	B-ORG
trade	I-ORG
organization	I-ORG
we	O

free	O
trade	O
is	O
particularly	O
in	O
the	O
interests	O
of	O
small	O
and	O
medium	O
firms	O
and	O
of	O
consumers	O
in	O
a	O
country	O
like	O
ecuador	B-GPE

they	O
can	O
go	O
further	O
when	O
they	O
think	O
the	O
eu	B-GPE
is	O
being	O
unduly	O
protectionist	O

it	O
is	O
also	O
and	O
we	O
always	O
seem	O
to	O
forget	O
this	O
point	O
mentioned	O
as	O
one	O
of	O
the	O
primary	O
objectives	O
of	O
the	O
european	B-GPE
union	I-GPE
in	O
the	O
treaty	B-LAW
of	I-LAW
rome	I-LAW

application	O
and	O
oversight	O
etc	O

they	O
will	O
have	O
a	O
field	O
day	O
here	O
because	O
there	O
is	O
so	O
much	O
simplification	O
needed	O

of	O
course	O
people	O
feel	O
strongly	O
about	O
it	O
it	O
touches	O
us	O
emotionally	O
and	O
it	O
opens	O
the	O
door	O
to	O
what	O
has	O
come	O
to	O
be	O
known	O
as	O
virtue	O
signalling	O
people	O
using	O
a	O
legislative	O
or	O
political	O
issue	O
as	O
an	O
opportunity	O
to	O
broadcast	O
to	O
the	O
world	O
what	O
very	O
nice	O
people	O
they	O
are	O

but	O
stand	O
back	O
and	O
ask	O
the	O
question	O
is	O
it	O
right	O
for	O
sensitive	O
issues	O
moral	O
issues	O
one	O
might	O
say	O
of	O
this	O
nature	O
to	O
be	O
dealt	O
with	O
at	O
a	O
continental	O
level	O

is	O
it	O
not	O
precisely	O
matters	O
of	O
this	O
kind	O
in	O
which	O
opinions	O
run	O
so	O
strongly	O
among	O
our	O
constituents	O
that	O
ought	O
to	O
be	O
determined	O
through	O
our	O
national	O
democratic	O
mechanisms	O
and	O
procedures	O

unfortunately	O
our	O
governments	O
in	O
the	O
past	O
have	O
not	O
listened	O
to	O
thomas	B-PERSON
jefferson	I-PERSON
's	O
words	O
and	O
we	O
have	O
become	O
entangled	O
with	O
the	O
european	B-GPE
union	I-GPE
thus	O
losing	O
our	O
spot	O
in	O
the	O
world	B-ORG
trade	I-ORG
organization	I-ORG

as	O
a	O
consequence	O
we	O
cannot	O
influence	O
properly	O
the	O
world	O
trade	O
liberalisation	O
programme	O

we	O
cannot	O
influence	O
tariff	O
reductions	O
that	O
would	O
benefit	O
the	O
people	O
of	O
the	O
united	B-GPE
kingdom	I-GPE

but	O
more	O
importantly	O
than	O
that	O
they	O
cursed	O
my	O
country	O
and	O
they	O
oppress	O
their	O
own	O
people	O

two	B-DATE
thousand	I-DATE
